job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB07176,Python Developer,Capgemini,Chennai,"Capgemini is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 5+ years of experience.",5+ years,MBA,8-12 LPA,Contract
JOB07177,Data Engineer,DataSphere Analytics,Chennai,"We are looking for a Data Engineer to join our team at DataSphere Analytics in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MBA,6-10 LPA,Full-time
JOB07178,Power BI Developer,Tech Mahindra,Delhi,"Tech Mahindra is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 2-3 years of experience.",2-3 years,Master's Degree,8-12 LPA,Part-time
JOB07179,SQL Developer,Mu Sigma,Kolkata,"We are looking for a SQL Developer to join our team at Mu Sigma in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,3-5 LPA,Contract
JOB07180,Power BI Developer,CloudPeak Systems,Navi Mumbai,"We are looking for a Power BI Developer to join our team at CloudPeak Systems in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MCA,5-8 LPA,Internship
JOB07181,Power BI Developer,CloudPeak Systems,Mumbai,"CloudPeak Systems is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 1-2 years of experience.",1-2 years,MCA,10-15 LPA,Contract
JOB07182,Cloud Engineer,Deloitte,Pune,"We are looking for a Cloud Engineer to join our team at Deloitte in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MBA,5-8 LPA,Part-time
JOB07183,Financial Analyst,IBM,Jaipur,"IBM is hiring a Financial Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, Financial Modeling, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 0-1 years of experience.",0-1 years,Master's Degree,6-10 LPA,Full-time
JOB07184,Database Administrator,TechNova Solutions,Hyderabad,"We are looking for a Database Administrator to join our team at TechNova Solutions in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,4-6 LPA,Internship
JOB07185,Python Developer,Capgemini,Noida,"Capgemini is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 2-3 years of experience.",2-3 years,B.Tech,3-5 LPA,Contract
JOB07186,Product Analyst,Tech Mahindra,Jaipur,"We are looking for a Product Analyst to join our team at Tech Mahindra in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,6-10 LPA,Contract
JOB07187,Power BI Developer,Cognizant,Bengaluru,"Cognizant is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 1-2 years of experience.",1-2 years,MBA,6-10 LPA,Full-time
JOB07188,Machine Learning Engineer,CloudPeak Systems,Jaipur,"CloudPeak Systems is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 3-5 years of experience.",3-5 years,MCA,3-5 LPA,Part-time
JOB07189,BI Analyst,Persistent Systems,Navi Mumbai,"Persistent Systems is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 1-2 years of experience.",1-2 years,MBA,4-6 LPA,Full-time
JOB07190,Power BI Developer,Persistent Systems,Chennai,"We are looking for a Power BI Developer to join our team at Persistent Systems in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Master's Degree,8-12 LPA,Part-time
